MULTIPLIER,BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS
,death wish coffee co,coffee,46
,leadslingers,spirits,46
,iga,fruit juices,46
,drunk fruit,malt beverages,46
,maestro dobel humito,spirits,46
,contessa annalisa,wine,46
,marlowe artisanal ales,beer,46
,southern prohibition variety pack,beer,46
,canyon road,wine,46
,colorado cellars,wine,46
,earths best,wine,46
,comisario,spirits,46
,victoria cellars,wine,46
,603 brewery,beer,46
,publix,carbonated soft drinks,46
,o connor seasonal,beer,46
,bear creek,wine,46
,erben,wine,46
,perdue,frozen turkey,46
,erie brewing company,beer,46
,hoegaarden,spirits,46
,goya,milk,46
,hermit thrush brewery,beer,45
,cvs,cooking  baking,45
,cali,wine,45
,gerber good start,dips  salsa,45
,bartles and jaymes,malt beverages,45
,new glory,beer,45
,abomination brewing company,beer,45
,don q pina,spirits,45
,chateau haura,wine,45
,straub lager,beer,45
,cookies and cream,wine,45
,moose lake wine co,wine,45
,urban artifact epicurean bloody mary ale,beer,45
,antale,wine,45
,greenies,medicines  treatments,45
,magners irish cider,fruit juices,45
,drakes,beer,45
,applegate,frozen breakfast,45
,earnest brew works,beer,45
,dark horse,spirits,45
,ramazzotti,spirits,45
,minis,chips,45
,purity spritz,spirits,45
,germ away,bath  body,45
,late nite,frozen pizza  pizza snacks,45
,ambhar,spirits,45
,simple mills,crackers,45
,xtracare,hair removal,45
,shoprite,drink mixes,45
,big k,beer,45
,santa monica brew works,beer,45
,charles and charles,wine,45
,soulcraft,beer,45
,sarita,dips  salsa,45
,florida avenue,beer,45
,sion,beer,45
,old bust head,beer,45
,millersburg brewing co,beer,45
,meijer gold,fruit juices,45
,maui brewing variety pack,beer,45
,cave la comtadine,wine,45
,st george,spirits,45
,austin eastciders,hard ciders,45
,anthony road,wine,45
,vander mill brut zero sugar hard cider,fruit juices,45
,cutwater fugu,spirits,45
,beechnut,nuts  seeds,45
,frank family vineyards,wine,45
,iron hill brewery,beer,45
,42 north brewing co,beer,44
,fresh step,cooking  baking,44
,hap and harrys,beer,44
,tanduay,spirits,44
,seventh generation,cooking  baking,44
,neshaminy creek brewing co,beer,44
,d italiano,bread,44
,escape,beer,44
,ahnapee brewery,beer,44
,tombstone,beer,44
,meyer brothers,spirits,44
,tim smith,spirits,44
,flying panda specialty beverage co,spirits,44
,sabe,spirits,44
,gruet,wine,44
,gts living foods,tea,44
,wolverine,beer,44
,efe,spirits,44
,hop life,beer,44
,publix,chips,44
,brachs,candy,44
,experience,wine,44
,snoqualmie,wine,44
,hero clean,bath  body,44
,avid lemon acai berry blueberry cider,fruit juices,44
,seaside grown,drink mixes,44
,cimarron,spirits,44
,archimedes,wine,44
,mcalisters deli,pasta  noodles,44
,wachusett country hard seltzer lemonade seri,fruit juices,44
,new west,fruit juices,44
,cobbler mountain cider,fruit juices,44
,silky soft,household supplies,44
,buzzrock,beer,44
,iron wolf,spirits,44
,1,wine,44
,mortlach,spirits,44
,noon whistle,beer,44
,saugatuck stout pack,beer,44
,mars whisky,spirits,44
,castell de sant pau,wine,44
,five boroughs brewing co,beer,44
,exhibit a brewing company,beer,44
,loréal paris cosmetics,makeup,44
,cvs,skin care,44
,beach dogs,wine,44
,carolina brewing company,beer,44
,horizon whitewave foods,baby bathing,44
,wild moon,spirits,44
,chosen foods,dressings,44
,dr browns,baby bathing,44
,the pier,wine,44
,tobias,wine,44
,tapatio,spirits,44
,faustino rivero ulecia,wine,44
,brooklyn cider house,fruit juices,44
,panther distillery,spirits,44
,mod clean,bath  body,44
,restoration cider co,fruit juices,44
,lowenbrau light,beer,44
,michelob dry,beer,44
,spooky craft cocktails,drink mixes,44
,mc clintock distilling company,spirits,44
,amscan,household supplies,44
,annies homegrown grocery other,cookies,44
,one stone,wine,43
,reveal natural cat food,packaged seafood,43
,laughing monk brewing,beer,43
,new england cider co,fruit juices,43
,greenwise,baby bathing,43
,country boy cougar bait american blonde ale,beer,43
,stella artois liberte,beer,43
,olympia dry,beer,43
,orange blossom pilsner,beer,43
,nature baby care,baby bathing,43
,fiesta winery,wine,43
,guerrero,bread,43
,scouts honor,wine,43
,bass note,wine,43
,iron wolf ranch and distillery,spirits,43
,willies,spirits,43
,di padrino,wine,43
,cerveza xteca,beer,43
,think,cereal granola  toaster pastries,43
,kikkoman,sauces  marinades,43
,bundaberg,carbonated soft drinks,43
,licor 43,spirits,43
,7 seas brewing,beer,43
,natures own,fruit juices,43
,oscars,beer,43
,wachusett variety pack,beer,43
,natural sense,bath  body,43
,simple truth,eggs,43
,fairbanks,wine,43
,ommegang game of thrones collectors edition,beer,43
,red hare,beer,43
,laws whiskey house,spirits,43
,abadia retuerta,wine,43
,pegasus city brewery,beer,43
,sobe,carbonated soft drinks,43
,kentucky owl,spirits,43
,collective arts and untitled art,beer,43
,vim,bath  body,43
,99 peaches,spirits,43
,lunaria,wine,43
,bristol shuffle variety pack,beer,43
,new realm brewing company,beer,43
,chateau le clos des confreries,wine,43
,kind,nut butters  jam,43
,mionetto il,wine,43
,shades of pale berliner weisse,beer,43
,papas pilar,spirits,43
,kilbrin,spirits,43
,higienol,household supplies,43
,the benriach,spirits,42
,applaws,packaged seafood,42
,uno por favor,spirits,42
,sandia,fruit juices,42
,pontoon brewing,beer,42
,haak,wine,42
,franz,bread,42
,rolling rock light,beer,42
,crystal shine,bath  body,42
,abstract,wine,42
,stara sokolova,spirits,42
,pilsner urquell,cooking  baking,42
,simply saline,medicines  treatments,42
,shipyard,beer,42
,oaken barrel,beer,42
,vino dellamicizia,wine,42
,kroger,frozen breakfast,42
,dhos,spirits,42
,north by northwest,wine,42
,achaval ferrer,wine,42
,bitch,wine,42
,zelko,spirits,42
,rads,drink mixes,42
,bimbo,cookies,42
,edmunds oast brewing co and frs artsn als,beer,42
,hyper malt,malt beverages,42
,north dakota sweet crude,spirits,42
,mission brewery,beer,42
,wise cheez doodles,puffed snacks,42
,gravely,beer,42
,premier protein,meal replacement beverages,42
,beato bartolomeo breganze,wine,42
,crushed,wine,42
,bolero snort brewery,beer,42
,spa girl,spirits,42
,une annee,beer,42
,bull city ciderworks,fruit juices,42
,sabritas,nuts  seeds,42
,caseys general store,frozen pizza  pizza snacks,42
,hurricane,beer,42
,bittercube,drink mixes,42
,stroehmann,bread,42
,three brothers wineries and estates,wine,42
,arrogante,spirits,42
,sula,wine,41
,stash,beer,41
,dassai 45,wine,41
,il carnevale di venezia,wine,41
,alki wines,wine,41
,energy city brewing,beer,41
,woodland empire,beer,41
,materne gogo squeez,packaged fruit  applesauce,41
,axe and the oak distillery,spirits,41
,fruli,beer,41
,the lost abbey,beer,41
,caballero de la cepa,wine,41
,bio oil,cooking  baking,41
,pamprin,medicines  treatments,41
,platypus brewing,beer,41
,collalto,wine,41
,the far west cider co,fruit juices,41
,mrs pauls,cooking  baking,41
,muscle milk,makeup,41
,leitz,wine,41
,tosca,wine,41
,copper and kings,spirits,41
,straffe hendrik,beer,41
,ardent craft ales,beer,41
,georgetown brewing co,beer,41
,ten bends beer,beer,41
,the obc wine project,wine,41
,covergirl,makeup,41
,one well,beer,41
,zorvino vineyards,wine,41
,vina tondonia,wine,41
,chateau landat,wine,41
,sociable cider werks,fruit juices,41
,leap year,wine,41
,luca paretti,wine,41
,rebel,spirits,41
,two trees,spirits,41
,berentzen,spirits,41
,double mountain,beer,41
,silk,milk,41
,magners irish cider variety pack,fruit juices,41
,primal brewery,beer,41
,royal tokaji,wine,41
,perennial artisan ales,beer,41
,allkind,malt beverages,41
,shady lane,wine,41
,kentucky tavern,spirits,41
,raos,condiments,41
,casa luigi,wine,41
,three rivers,spirits,41
,yuki nigori,wine,41
,beales,beer,41
,mountain fork brewery,beer,40
,northland,spirits,40
,loco por ti,wine,40
,bad beat brewing,beer,40
,battle born,beer,40
,guldens,condiments,40
,hubbards cave,beer,40
,cashmere,household supplies,40
,phillips melon 100,spirits,40
,right brain brewery,beer,40
,rotel,packaged vegetables,40
,radio brewing company,beer,40
,liberation de paris,wine,40
,pago de los capellanes,wine,40
,yoders,fruit juices,40
,tanteo,spirits,40
,spaceship box,fruit juices,40
,greenbar distillery,spirits,40
,springdale,beer,40
,vilarnau,wine,40
,raventos i blanc,wine,40
,the tottori,spirits,40
,tena,adult incontinence,40
,tomoka brewing company,beer,40
,beerd brewing co,beer,40
,talon,wine,40
,dark horse,beer,40
,crest cavity protection,oral care,40
,barrier brewing co,beer,40
,hemly,fruit juices,40
,nutrigrain,crackers,40
,glade,household supplies,40
,green bench brewing co,beer,40
,kinky pink,spirits,40
,funk brewing,beer,40
,sixpoint brewery,beer,40
,marra bros,puffed snacks,40
,otter creek,beer,40
,godiva,spirits,40
,houston cider co,fruit juices,40
,spencers,beer,40
,lift bridge,malt beverages,40
,stella,wine,40
,buffalo bayou survival pack variety pack,beer,40
,krol,spirits,40
,c squared ciders,fruit juices,40
,sockeye simply idaho hard seltzer mix pack v,malt beverages,40
,texas south wind vineyard and winery,wine,40
,east rock brewing company,beer,40
,jimmy dean,packaged meat,40
,drakes brewing co,beer,40
,grand mayan,spirits,40
,spoetzl brewery,beer,40
,goya,pasta  noodles,40
,r shea exotic matter fruited double new engl,beer,40
,against the grain,frozen pizza  pizza snacks,40
,big wood brewery,beer,40
,true colours,wine,40
,m lawrence,wine,40
,tabernero,wine,40
,gain,household supplies,40
,halo top baking,cooking  baking,40
,ranch 32,wine,40
,danactive,yogurt,40
,links drinks,spirits,40
,fresh step,hair care,40
,ascendant,beer,39
,nobrand,bakery,39
,botran,spirits,39
,rubus,wine,39
,young blood beer company,beer,39
,black boss,beer,39
,adelaides,spirits,39
,storypoint,wine,39
,hiatus,spirits,39
,sodo cellars,wine,39
,famiglia pasqua,wine,39
,lobetia,wine,39
,mikes hard pineapple strawberry,malt beverages,39
,burley oak brewing company,beer,39
,shiner sea salt  lime summer lager,beer,39
,the brewing projekt,beer,39
,balcones true blue,spirits,39
,cabriz,wine,39
,scofflaw brewing co,malt beverages,39
,gardettos,chips,39
,texas ranger,spirits,39
,honest,potty training,39
,minimalista,wine,39
,sixpoint and rei,beer,39
,de luze,spirits,39
,widmer brothers brewing,beer,39
,champagne andre clouet,wine,39
,darwin brewing co,beer,39
,target,wine,39
,chateau croix daumedes,wine,39
,after all,spirits,39
,smoke wagon,spirits,39
,sun lab,beer,39
,signature care,medicines  treatments,39
,graft green planet ciders,fruit juices,39
,curious,wine,39
,450 north brewing co,beer,39
,coachella valley brewing co,beer,39
,del maguey,spirits,39
,rebel green,bath  body,39
,the dubliner,spirits,39
,ca sisa,wine,39
,heavy seas seasonal,beer,39
,rutland beer works,beer,39
,mammoth,spirits,39
,beachwood brewing,beer,39
,tiempo,wine,39
,american fifth,spirits,39
,bud light platinum,spirits,39
,delirium deliria,beer,39
,lump of coal,beer,39
,great south bay brewery,beer,39
,stars  stripes,carbonated soft drinks,39
,gen5,wine,39
,dr stoners,spirits,39
,kagor,wine,39
,brickway,beer,39
,vons,spirits,39
,dusk,hair removal,39
,st michaels winery full throttle,wine,39
,fieldnotes,spirits,39
,temptations,packaged meat,39
,table joy,drink mixes,39
,natural licht,beer,39
,simple truth,nuts  seeds,39
,jiffy,cooking  baking,38
,annies homegrown grocery,frozen pizza  pizza snacks,38
,mureda,wine,38
,dekuyper peachtree,spirits,38
,fearless,beer,38
,orchard creek,wine,38
,river horse river horse brewing company,beer,38
,outer light brewing company,beer,38
,cavit collection,wine,38
,cocchi americano,wine,38
,405 brewing co,beer,38
,indigo hills,wine,38
,pindar,wine,38
,faubourg,beer,38
,vinchio vaglio serra,wine,38
,evans brewing co,beer,38
,spindrift,malt beverages,38
,old town,beer,38
,svyturys,beer,38
,ampelos,wine,38
,the horologist,wine,38
,devils backbone crab cakes and football sess,beer,38
,the shipyard captains collection,beer,38
,emmys pop up,cookies,38
,house mikkeller,beer,38
,tlc,spirits,38
,cheboygan brewing co,beer,38
,penguin city beer,beer,38
,beerlao,beer,38
,cloudless,malt beverages,38
,islandjon,spirits,38
,4 noses brewing company,beer,38
,brewski,beer,38
,alani seltz,malt beverages,38
,green river,spirits,38
,gran castillo rocio,wine,38
,covalli,wine,38
,mt carmel brewing company,beer,38
,sullivans brewing company,beer,38
,291,spirits,38
,larrys lemonade,malt beverages,38
,leffe,spirits,38
,wash ashore beer company,beer,38
,finlandia,spirits,38
,props craft brewery,beer,38
,lift bridge berry blonde ale,beer,38
,sugar island,spirits,38
,deadhead,spirits,38
,west whitehill,wine,38
,coombs family farms,cooking  baking,38
,japas,beer,38
,old forge,spirits,38
,santas butt,beer,38
,hana hou hou shu,wine,38
,underwood,wine,38
,workhorse brewing co,beer,37
,monkless,beer,37
,barefoot fruitscato,wine,37
,lancaster brewing company,beer,37
,rumsons,spirits,37
,leelanau cellars,wine,37
,mad bean vanilla iced coffee,coffee,37
,ginja 9 dobidos,spirits,37
,cordero con piel lobo,wine,37
,itaipava,beer,37
,dominican oaks,wine,37
,pirassununga 21,spirits,37
,don fulano,spirits,37
,lanchava collection,wine,37
,deadwood tumblin dice,spirits,37
,alejandro fernandez,wine,37
,muckety muck,spirits,37
,boss dog,beer,37
,precision,wine,37
,chateau le thil comte clary,wine,37
,atomic duck,beer,37
,mc graths,spirits,37
,new city,beer,37
,jorge ordonez and co,wine,37
,green giant,frozen meals,37
,lunar,spirits,37
,iron fish,spirits,37
,greenies,packaged meat,37
,aberlour,spirits,37
,bay state brewing co,beer,37
,chips ahoy,candy,37
,elmo pio,wine,37
,brickway,spirits,37
,ashland hard seltzer,hard seltzers sodas waters lemonades  teas,37
,lift bridge brewing co,beer,37
,santo,beer,37
,evolve,meal replacement beverages,37
,walnut river,beer,37
,open nature,household supplies,37
,plank,beer,37
,fordham,beer,37
,finkel and garf,beer,37
,alesmith brewing company,beer,37
,mudshark brewery,beer,37
,old soul,spirits,37
,wise men,spirits,37
,villa conchi,wine,37
,tears of llorona,spirits,37
,cigar city cider,fruit juices,37
,mu,wine,37
,wbc,beer,37
,synthesis,wine,37
,bartrams,spirits,37
,laytons chance,wine,37
,yellowstone and amans mikerphone,spirits,37
,thomas hooker,beer,37
,pearl street brewery,beer,37
,winking owl,wine,37
,soplica,spirits,37
,kodiak onthego cups,cooking  baking,37
,michelinas,frozen meals,37
,wycliff,wine,37
,wild tonic,malt beverages,37
,belle isle,spirits,37
,old st john,spirits,37
,chateau mondon bel air,wine,37
,bobs,candy,36
,kirkland signature,wine,36
,taste republic,cooking  baking,36
,brink,beer,36
,kraft,packaged meals  sides,36
,eldorado,water,36
,kokanee,beer,36
,continental mills ghirardelli,cooking  baking,36
,quiet storm,spirits,36
,ficks hard seltzer variety pack,hard seltzers sodas waters lemonades  teas,36
,hersheys,frozen desserts,36
,sawanotsuru,wine,36
,enfamil,medicines  treatments,36
,molson canadian,cooking  baking,36
,taco bell,packaged meals  sides,36
,washington,fruit juices,36
,fattoria di lvcignano,wine,36
,ommegang project cider,fruit juices,36
,jones,carbonated soft drinks,36
,redken,hair care,36
,bare bottle brew co,beer,36
,shtshow,wine,36
,kodiak,cereal granola  toaster pastries,36
,harry blus,spirits,36
,kalani,spirits,36
,firestone walker,beer,36
,urban tree,fruit juices,36
,bones,spirits,36
,earths best organic,fruit  vegetable snacks,36
,pisgah,beer,36
,smirnoff seltzer seasonal,malt beverages,36
,rhinelander,beer,36
,dish it out,bath  body,36
,prices,cheese,36
,fever tree,water,36
,pasta roni,cheese,36
,o organics,crackers,36
,once upon a farm,cooking  baking,36
,sensi,wine,36
,nectar creek nectarade,wine,36
,other t marzetti,sauces  marinades,36
,kodiak cakes,crackers,36
,ponysaurus brewing co,beer,36
,stolichnaya stoli lime,spirits,36
,golden road brewing,malt beverages,36
,du bouchett,spirits,36
,weed cellars,wine,36
,potters,spirits,36
,sweetland orchard,fruit juices,36
,goodlife brewing company,beer,36
,56 brewing,beer,36
,ozark distillery,spirits,36
